datetime_utc,open,high,low,close,volume,quote_volume,trades,taker_buy_base,taker_buy_quote,ret_1d,logret_1d,range,true_range,atr_14,vol_30
2020-02-28 00:00:00+00:00,227.73,234.67,214.01,226.76,1054994.92397,236064804.3345943,347125,510185.33752,114271376.0122023,-0.004521708591246343,-0.004531962437149595,0.0906975723253874,20.659999999999997,23.987857142857145,0.9597076433533289
2020-02-29 00:00:00+00:00,226.76,233.0,217.0,217.21,546866.6851,123635801.0178253,211771,276266.12871,62479741.1767397,-0.042115011465866936,-0.043027561940500725,0.07055918151349444,16.0,23.234285714285715,0.9567622897630974
2020-03-01 00:00:00+00:00,217.29,227.89,212.36,217.81,715016.01941,157064953.8422779,265577,360047.11333,79085739.011833,0.002762303761336904,0.0027584956115349613,0.07149762902260473,15.529999999999973,21.73,0.9498926822955032
2020-03-02 00:00:00+00:00,217.81,234.4,216.07,231.97,810051.4833,182948651.6764531,258680,402597.52232,90992396.7154761,0.06501078921996228,0.06298492983304183,0.08415591570634963,18.330000000000013,21.127142857142864,0.9700572853924415
2020-03-03 00:00:00+00:00,232.1,232.46,219.57,223.91,741498.54825,168090325.5387924,253103,370933.36958,84105282.695831,-0.03474587231107473,-0.03536386755693144,0.05556753028408852,12.890000000000015,20.056428571428576,0.9797169367014333
2020-03-04 00:00:00+00:00,223.84,228.85,220.23,224.26,443780.33772,99650220.5416208,167247,218963.33645,49186332.7666142,0.0015631280425170146,0.001561907629486825,0.03849761064713503,8.620000000000005,18.28357142857143,0.979902607184804
2020-03-05 00:00:00+00:00,224.26,234.09,224.23,228.38,601479.87587,138081898.2866681,227242,297495.35318,68301116.7946777,0.018371533042004895,0.018204815240768113,0.04396682422188537,9.860000000000014,17.63142857142858,0.9798709992932635
2020-03-06 00:00:00+00:00,228.38,245.16,227.33,244.88,628147.3257,148563741.8329924,234091,328731.56561,77799831.5992697,0.07224800770645423,0.06975738636365492,0.07807163499430766,17.829999999999984,17.860000000000007,0.974208378847261
2020-03-07 00:00:00+00:00,244.93,251.93,236.0,237.23,633748.89662,154037325.6113068,238113,311459.94084,75736818.0964384,-0.031239790918000665,-0.03173815996288365,0.06505227049983668,15.930000000000007,18.225714285714293,0.972846561402269
2020-03-08 00:00:00+00:00,237.23,237.23,195.5,199.43,1278973.53741,277970187.8682601,412787,591086.61596,128602756.906049,-0.1593390380643257,-0.173566837109143,0.17590523964085483,41.72999999999999,20.159285714285716,1.1156343236761166
2020-03-09 00:00:00+00:00,199.43,208.62,190.0,202.81,1661331.83553,332570408.53515285,473504,822023.18618,164639631.8231535,0.016948302662588288,0.01680628260091055,0.09336609336609339,18.620000000000005,20.052857142857142,1.117608616963881
2020-03-10 00:00:00+00:00,202.79,206.2,195.54,200.7,1020260.107,205536190.1939392,332398,501745.90774,101099251.5302481,-0.010403826241309644,-0.01045832436374905,0.05256151077363047,10.659999999999997,19.25857142857143,1.1140589944474848
2020-03-11 00:00:00+00:00,200.74,203.18,181.73,194.61,1079824.90167,208232375.1862015,344156,539239.29222,104024026.9190934,-0.030343796711509552,-0.030813699909217895,0.10687593423019441,21.450000000000017,18.315,1.115685894406303
2020-03-12 00:00:00+00:00,194.61,195.55,101.2,107.82,3814533.14046,548668262.2347236,937284,1810764.23167,260692153.17482448,-0.44596886079852016,-0.5905343858695513,0.48481578541698783,94.35000000000001,23.032857142857146,1.8855775856313957
2020-03-13 00:00:00+00:00,107.67,139.68,86.0,134.06,4663239.92861,560710331.8421754,1199923,2314458.37004,278488985.9552665,0.24336857725839378,0.21782429090628863,0.4978668150621407,53.68000000000001,25.391428571428577,2.040870689542869
2020-03-14 00:00:00+00:00,134.06,134.68,120.0,122.54,1237674.88642,159192895.5526197,398146,628481.86635,80877487.9892839,-0.08593167238549904,-0.08984995363230297,0.10950320751902139,14.680000000000007,25.29714285714286,2.0530922018009528
2020-03-15 00:00:00+00:00,122.54,133.5,120.16,123.78,1312950.90137,163436235.2690902,346579,669525.6824,83359166.3501624,0.010119144769054955,0.01006828901370671,0.10886241227354336,13.340000000000003,25.140714285714292,2.034881067900247
2020-03-16 00:00:00+00:00,123.82,124.33,101.1,111.02,2442064.14448,270353891.8050036,663277,1191735.45431,131882551.2945389,-0.10308612053643562,-0.10879543104919964,0.18767167555340122,23.230000000000004,25.49071428571429,2.0478785528920014
2020-03-17 00:00:00+00:00,111.02,120.8,109.38,115.67,1295108.4848,150800664.0719546,378258,654284.35784,76179202.0430324,0.04188434516303374,0.041030944045294504,0.10286434876598813,11.420000000000002,25.38571428571429,2.0598529789554103
2020-03-18 00:00:00+00:00,115.67,118.5,109.86,118.11,1201850.31275,137550912.0855171,346312,604214.46019,69185743.9949341,0.02109449295409349,0.02087508431644558,0.07469525373908534,8.64,25.387142857142862,2.055859519676633
2020-03-19 00:00:00+00:00,118.11,143.13,115.46,136.3,1801071.18816,231626928.16070488,489147,904222.90527,116437845.4056918,0.15400897468461605,0.14324194507873145,0.2342731352129371,27.67,26.65928571428572,2.129005883813352
2020-03-20 00:00:00+00:00,136.3,152.55,116.74,133.48,2504057.63799,345856006.74779886,707216,1240999.35166,171579646.8030803,-0.020689655172413945,-0.020906684819314236,0.26272927366104193,35.81000000000002,27.943571428571435,2.114621639516592
2020-03-21 00:00:00+00:00,133.49,137.49,125.69,132.66,1231842.11121,162468451.7723149,401288,607735.22807,80144362.7930336,-0.006143242433323315,-0.006162189785762884,0.08840275696733602,11.800000000000011,27.648571428571437,2.1146021973353712
2020-03-22 00:00:00+00:00,132.63,137.13,121.1,122.32,1055699.86532,135927941.0795197,337273,533153.20327,68650481.2168269,-0.07794361525704807,-0.08114890247660345,0.12083521785014323,16.03,25.81285714285715,2.1187756827313624
